ethnicity,lgr,sex,agegrp,qualification,occupation,hours,income
12,2,2,15,2,10,0,234
1,3,1,20,3,3,6,84
1,7,1,40,4,10,0,506
1,10,1,50,2,8,0,203
1,2,2,60,3,2,40,1329
1,10,2,30,3,1,42.5,984
1,7,2,25,4,2,0,881
4,2,2,35,2,8,35,690
1,10,2,65,3,2,0,1493
1,7,2,20,1,10,0,272
1,11,1,35,3,3,40,1422
1,2,2,45,1,4,37.5,693
1,8,1,25,3,1,56,624
1,9,2,60,3,3,20,395
12,5,1,50,5,3,0,949
1,11,2,60,3,3,0,1170
1,11,1,25,3,3,40,763
1,6,1,15,1,10,0,0
1,10,2,60,2,5,45,1061
1,10,2,45,3,4,37.5,506
1,3,1,65,1,10,0,3
2,3,1,50,1,10,0,0
1,8,1,40,2,6,44,598
1,12,1,30,3,7,50,1464
1,10,2,45,1,6,40,1224
1,3,1,20,1,10,0,0
2,3,1,25,3,3,42.5,1169
1,3,2,50,5,3,45,1012
12,7,2,35,1,10,0,12
1,3,1,55,1,4,40,1139
3,2,2,20,3,10,0,341
1,10,2,55,4,10,0,579
1,2,2,35,5,2,50,2297
1,2,1,20,4,5,45,972
1,1,1,60,3,7,40,809
1,9,1,30,3,3,50,1015
1,4,1,40,1,10,0,338
12,12,2,50,3,4,12,144
1,7,1,65,1,10,0,148
1,8,2,40,3,10,0,427
1,8,1,20,2,10,0,125
2,6,2,30,2,2,0,656
1,4,2,50,2,1,37.5,1302
4,8,1,40,4,1,51,1873
2,5,2,30,1,10,0,0
1,9,2,35,1,8,31.5,435
1,2,1,20,4,2,40,397
1,6,2,55,5,1,0,500
1,2,1,50,4,2,40,1903
1,9,2,45,2,4,2,35
1,8,1,25,1,3,40,998
1,3,1,15,2,10,0,844
1,10,2,50,4,2,24,1012
1,7,1,30,2,7,9,1055
1,4,2,25,3,10,0,325
1,5,1,15,2,10,0,2776
4,2,2,35,4,2,50,1226
1,9,2,15,2,10,0,0
1,3,1,15,2,10,0,0
2,12,2,45,1,10,0,161
3,2,2,25,2,10,0,287
1,2,2,20,4,10,0,306
1,8,2,65,3,10,0,469
1,10,2,55,4,2,16,299
4,2,1,25,4,1,40,754
1,12,2,65,2,10,0,104
1,4,2,55,5,10,0,188
1,3,2,60,3,6,40,648
1,10,2,65,1,10,0,957
3,2,2,20,1,10,0,342
1,1,2,20,3,8,38.5,615
1,11,2,50,3,10,0,168
1,7,1,35,2,8,45,741
2,2,2,30,1,10,0,0
3,3,2,20,1,8,30,1014
23,2,2,15,2,10,0,0
1,2,2,30,3,2,32.5,1793
1,8,2,25,3,2,20,306
5,2,1,40,3,8,40,1688
1,10,1,50,3,3,0,600
1,4,2,65,3,10,0,271
1,6,2,50,5,3,15,586
4,2,2,20,2,10,0,299
2,7,2,45,2,6,0,650
1,2,2,65,1,6,20,1295
4,2,1,30,5,7,40,919
1,2,1,65,1,10,0,339
1,9,2,30,1,10,0,477
1,10,1,65,1,10,0,407
2,3,1,25,1,5,50,660
12,2,1,20,1,8,28,447
1,2,1,45,3,6,45,1813
3,2,1,45,3,1,45,4234
1,4,2,15,1,10,0,0
1,2,2,25,4,2,0,829
1,4,2,65,3,10,0,-1688
4,11,1,20,3,7,42.5,970
1,6,2,65,4,10,0,259
1,3,2,40,2,2,45,2498
12,9,2,65,1,10,0,387
1,8,1,45,4,2,40,1001
1,10,2,65,1,8,20.5,433
1,10,1,60,3,3,40,819
12,8,2,25,2,2,50.5,1573
1,2,2,65,2,7,21,639
1,8,1,55,3,3,0,613
1,10,2,50,3,5,40,594
1,7,1,65,4,10,0,298
1,10,1,65,3,10,0,0
1,10,2,65,4,10,0,498
1,5,2,30,4,2,27.5,683
5,2,1,20,3,10,0,240
1,12,2,30,4,1,0,2743
1,6,1,65,1,5,30,569
1,11,2,25,2,10,24,585
3,2,1,45,3,7,10,421
1,10,2,65,1,10,0,1130
1,10,1,40,3,1,40,777
2,7,2,45,3,4,40,630
1,10,1,55,3,1,40,990
1,3,1,65,1,10,0,495
1,2,1,60,3,10,0,5
1,10,1,65,3,10,0,0
1,2,1,65,3,10,0,0
1,4,1,30,5,8,45,1121
1,6,2,15,2,10,0,160
2,5,1,15,1,10,0,0
1,10,2,65,3,10,0,441
4,2,1,60,4,1,0,5624
1,2,2,65,2,10,0,332
1,2,1,45,4,10,0,-63
3,2,1,65,1,10,0,56
1,2,2,20,4,2,40,657
4,2,2,25,4,2,0,2785
1,11,2,45,4,1,40,1174
1,8,2,30,4,2,40,-2109
1,10,2,40,2,2,40,1985
1,10,2,40,1,3,0,604
4,2,1,40,3,8,40,748
1,8,2,50,3,2,9,820
6,5,1,35,1,1,40,966
1,2,2,30,3,10,0,234
1,2,2,65,1,10,0,322
1,12,1,25,2,10,0,530
1,9,2,65,2,10,0,267
1,8,1,45,5,2,0,863
1,11,1,40,3,3,45,673
1,5,2,45,1,4,40,1017
1,7,1,45,3,5,40,1553
1,2,2,25,4,2,40,863
2,8,1,65,1,2,40,954
2,1,2,65,3,8,40,844
1,1,2,65,4,10,0,220
1,10,1,20,4,2,0,0
1,11,1,15,1,10,0,0
6,8,1,30,4,6,36,518
2,3,2,65,1,10,0,12
1,7,1,40,3,3,45,902
1,10,1,55,4,2,40,1085
12,5,2,40,5,7,16,290
1,10,1,45,1,8,40,552
1,5,1,55,1,10,0,3
1,2,1,60,3,6,40,579
1,3,2,65,3,10,0,98
1,8,2,40,3,10,0,205
1,4,2,60,1,8,0,0
2,1,2,20,1,10,40,815
1,7,1,55,3,3,0,636
1,1,1,45,2,8,60,987
4,2,1,15,2,10,0,0
1,8,1,15,2,6,40,612
1,7,2,25,4,1,35,1087
1,2,1,35,4,5,42,779
1,10,2,35,1,6,10,219
1,8,1,60,4,1,46,1221
1,2,1,65,4,10,0,147
2,4,2,20,3,10,0,257
1,8,1,60,2,1,0,1864
12,2,2,15,1,10,0,0
1,10,2,15,2,10,0,5
3,2,1,15,2,10,0,0
12,2,1,15,2,10,0,0
5,2,2,65,1,10,0,358
1,10,2,25,3,3,28,447
12,5,1,25,3,3,45,540
1,10,1,50,2,1,0,3844
1,3,2,65,1,10,0,0
4,1,2,30,1,1,40,1962
9,3,2,45,4,3,40,684
1,8,2,60,1,10,40,-46
1,3,2,55,4,2,36,884
1,1,2,35,3,1,7.5,157
1,4,2,35,1,10,0,0
1,3,1,35,3,8,16,318
1,7,1,50,5,1,53,1908
16,10,2,45,3,1,40,1113
4,2,2,15,1,10,0,0
1,11,2,15,1,10,0,0
1,3,1,30,3,3,41,676
4,2,1,25,3,10,0,210
1,9,1,65,1,10,0,342
1,10,2,20,1,1,40,520
1,5,1,35,1,7,40,662
9,9,2,40,5,10,0,225
13,10,2,35,2,10,0,332
1,8,1,30,2,3,4,114
1,8,2,55,1,8,35,695
2,8,2,15,1,8,40,576
4,10,2,45,4,1,40,999
3,2,2,35,2,10,0,407
1,10,1,55,3,1,46,935
12,3,2,20,2,1,40,725
4,2,2,30,2,10,0,0
1,2,2,45,3,2,15,771
4,10,2,45,5,10,0,271
4,2,1,40,2,8,40,748
4,2,2,45,4,3,12,463
1,3,1,45,1,5,0,1034
1,1,1,60,1,1,0,951
4,2,2,55,3,10,0,0
4,2,2,55,1,5,40,759
1,10,2,40,1,10,0,-243
1,2,1,35,3,3,40,656
1,1,2,65,1,10,0,414
1,2,2,25,4,2,60,1657
2,4,1,20,1,8,40,704
6,5,1,65,5,10,0,0
1,3,2,50,1,10,0,655
12,10,1,60,1,2,0,1234
23,2,2,30,3,4,0,56
1,7,2,65,1,8,7,434
9,2,2,45,3,10,0,0
1,8,2,45,1,10,0,0
3,2,1,15,5,10,0,100
1,7,2,50,1,8,0,-844
1,3,2,65,5,10,0,265
1,8,2,35,4,1,20,482
1,2,2,15,3,10,0,0
1,7,1,60,2,7,40,716
1,2,2,65,3,10,0,0
2,7,1,35,3,7,40,792
1,10,2,25,3,2,40,744
1,2,1,55,3,10,0,176
1,11,2,55,2,5,27.5,678
4,2,2,55,1,10,0,429
1,1,2,65,1,10,0,0
12,7,1,35,2,8,40,668
1,2,2,25,4,2,40,822
4,2,1,30,3,2,40,1350
2,10,1,65,3,1,0,1377
1,11,2,25,4,2,45,1006
1,11,2,65,3,6,0,279
1,8,2,20,2,4,9,134
4,3,1,30,5,8,50,928
4,2,1,15,1,10,0,0
1,12,1,45,1,10,0,4
1,2,1,60,5,3,40,792
12,10,2,65,1,7,45,1123
1,4,1,20,5,4,6,50
1,8,2,30,5,4,40,550
1,2,1,15,2,10,0,0
1,1,1,40,3,10,0,281
1,2,2,65,1,10,0,311
1,8,2,30,3,2,15,623
1,1,2,35,4,2,12.5,293
1,10,1,35,4,2,40,1381
1,10,2,50,3,5,0,0
2,2,2,60,1,3,0,316
1,10,2,45,2,1,0,864
2,4,2,20,2,10,0,350
4,2,1,30,4,10,0,280
3,2,1,60,1,1,0,863
1,8,2,30,4,5,54,1385
1,10,1,60,3,10,0,0
1,11,2,35,2,5,48,902
1,9,2,50,3,1,8,122
1,5,2,65,2,10,0,0
1,3,1,55,4,1,50,844
1,2,1,40,5,2,45,925
1,10,2,60,3,2,25,647
1,11,2,40,4,1,40,863
4,2,1,20,1,8,10,324
12,3,2,25,3,10,0,14
1,2,1,30,3,1,50.5,1520
1,2,1,55,5,3,13.5,334
1,1,1,45,1,8,40,594
1,4,2,35,3,5,24,623
1,2,2,50,4,2,35,1155
1,2,1,55,3,4,51,2029
1,3,2,60,3,8,46.5,806
12,9,2,15,1,8,0,301
1,2,1,20,1,10,0,301
6,2,1,50,2,10,0,282
1,2,1,25,4,5,37,1556
1,2,1,65,3,10,0,350
1,2,1,60,2,3,0,1140
1,12,1,30,4,5,42,643
3,2,1,60,1,7,31,558
3,2,1,45,1,8,0,198
1,10,1,30,3,1,45,1367
1,10,1,50,4,2,40,2071
2,2,2,30,4,10,0,332
13,3,1,15,1,10,0,0
1,6,2,15,2,10,0,0
12,2,2,30,4,2,35.5,1392
1,2,1,45,3,7,42.5,1342
1,4,1,35,1,1,48,1402
4,10,2,15,1,10,0,0
3,3,2,25,3,2,37.5,865
1,2,2,15,2,10,0,0
1,10,1,55,3,1,0,438
1,4,2,35,1,5,40,949
2,1,1,20,2,10,0,1533
2,7,2,40,3,10,0,180
3,2,1,25,2,10,0,324
1,7,1,40,4,2,40,1477
1,5,1,50,2,10,0,632
1,11,1,20,2,6,18.5,299
1,2,2,60,2,6,20,523
1,12,1,65,1,3,0,1208
12,1,1,50,3,8,0,340
1,2,1,60,4,2,0,1055
1,8,1,35,4,1,45,1058
1,10,2,20,1,1,0,1266
1,2,1,20,2,3,45,688
1,3,1,55,2,6,0,1878
3,2,2,45,2,5,29.5,896
12,12,1,65,3,8,0,477
1,11,2,55,4,4,45,1280
1,2,2,20,3,4,40,647
1,10,1,45,1,8,9,525
23,2,1,20,3,1,0,2571
4,9,1,30,4,2,46,976
12,2,1,20,2,3,45,458
1,5,1,30,1,5,0,2190
1,11,2,40,4,2,36,688
1,3,2,25,1,8,0,350
1,5,2,45,3,10,0,258
1,3,1,25,3,1,40,665
1,9,2,55,2,10,0,279
2,3,1,15,1,2,40,844
1,3,2,40,5,5,14,212
1,3,1,50,1,6,0,332
1,5,2,60,1,10,0,260
4,2,1,20,5,3,54,757
2,7,1,45,3,6,0,1063
1,8,1,65,2,10,0,234
4,3,2,40,1,1,35,1083
1,1,1,50,5,10,0,0
6,10,2,65,1,4,24,486
1,2,1,15,2,10,0,312
1,10,2,30,2,5,3,54
1,12,2,20,2,5,37.5,830
1,1,2,65,1,10,0,40
4,3,1,45,1,2,45,648
1,2,1,40,2,10,0,53
1,10,1,65,1,10,0,957
1,2,2,45,3,1,30,528
1,8,2,20,2,4,14,470
1,6,2,30,3,1,40,829
1,8,1,60,1,7,57.5,829
1,10,2,60,1,10,0,342
1,12,2,50,5,1,8,337
1,2,2,65,1,10,0,0
1,1,2,55,4,10,0,271
1,2,2,65,2,10,0,38
1,10,1,35,4,2,60,1235
1,7,1,60,1,3,28,393
4,2,1,25,2,4,45,526
1,10,1,65,1,8,12,493
1,9,2,60,1,5,40,647
1,3,2,65,1,2,37.5,1739
1,10,2,45,1,4,30,486
1,2,1,55,3,3,28,1181
16,5,2,65,1,10,0,0
1,2,2,45,2,4,17.5,3583
4,2,2,20,2,10,0,601
12,6,1,25,3,2,20,381
1,4,1,50,3,3,42.5,1636
1,8,1,55,4,3,33,2489
3,2,2,25,2,2,40,792
1,10,2,20,4,2,20,-63
1,5,1,25,3,1,40,1160
4,2,1,25,4,2,60,1170
1,1,1,65,1,10,0,287
1,9,2,65,3,10,0,388
1,8,1,65,5,10,0,271
1,6,2,40,1,1,40,1001
6,1,2,25,2,10,0,897
1,10,2,45,5,5,0,673
1,3,2,15,1,10,0,0
1,10,1,50,1,1,0,-274
1,5,2,55,2,4,40,949
1,2,1,40,3,3,45,790
4,5,1,15,2,10,0,602
12,2,1,50,1,4,40,864
1,8,2,45,4,2,31,597
12,3,2,35,3,10,0,0
1,7,2,60,3,10,0,34
1,4,2,35,4,2,38,1112
3,8,2,15,2,4,15,215
1,2,2,20,3,10,0,432
1,10,1,40,2,1,40,1381
1,8,2,30,4,1,40,863
1,8,1,60,3,8,0,437
1,10,1,45,3,3,12,346
1,12,2,65,1,10,0,296
1,10,2,65,2,10,72,1879
3,2,2,30,2,5,40,858
12,2,2,30,4,2,40,1499
1,11,2,40,2,3,50,493
1,10,1,35,4,10,0,296
1,8,1,15,2,10,0,368
1,1,1,55,4,2,40,1508
3,2,1,65,1,10,0,338
1,8,2,65,3,10,0,25
1,10,1,25,5,1,0,432
4,2,2,25,4,2,9.5,382
1,11,2,25,3,8,40,1688
1,4,2,65,3,10,0,44
1,2,1,50,3,4,45,678
1,2,2,45,2,1,50,1679
1,10,2,20,2,5,55,949
1,9,1,55,3,3,40,616
4,10,1,20,1,1,40,990
1,12,2,65,1,10,0,256
1,1,2,65,1,10,0,0
12,9,2,25,1,8,32,666
1,8,1,40,5,10,0,266
12,1,2,45,4,1,50,669
1,4,1,15,1,10,0,0
1,2,2,15,2,10,0,56
1,10,2,40,4,5,35,886
1,9,1,45,2,1,52.5,803
12,3,1,15,5,10,0,0
1,5,2,60,1,5,17.5,1021
1,1,1,45,1,6,0,6329
1,5,1,65,2,10,0,242
1,2,1,25,3,1,0,697
12,1,2,50,1,6,20,236
1,10,1,35,2,1,50,1443
1,7,1,50,3,1,0,293
2,3,1,55,1,4,47,954
3,2,2,15,1,8,72,1245
4,7,2,20,2,10,0,0
1,5,2,55,1,8,4.5,240
1,5,1,25,1,1,40,810
1,4,1,60,1,3,4,154
23,2,1,20,1,3,41.5,734
1,7,2,55,2,10,0,208
6,2,1,45,3,7,26,710
2,8,2,65,1,2,0,328
2,3,1,25,3,8,40,802
1,7,2,30,4,10,0,346
1,5,2,45,3,1,37,1025
2,4,1,55,3,3,35,1437
3,5,2,45,1,5,15,377
14,2,1,15,2,10,0,0
1,4,1,40,4,6,37,954
1,2,1,45,3,10,0,355
1,1,2,55,1,10,0,1644
1,10,1,20,3,1,37,448
1,1,1,65,1,10,0,116
1,3,1,65,5,10,0,0
4,6,2,35,2,10,0,211
1,2,2,25,4,1,40,360
4,2,1,25,5,8,10,261
1,2,1,65,3,10,0,226
1,7,1,55,3,2,22,1054
3,2,1,15,2,10,0,0
1,10,1,20,4,1,10,206
1,3,2,20,3,6,10,135
5,3,2,40,2,10,0,350
1,2,2,35,4,2,40,1232
4,8,2,45,2,2,37.5,927
3,2,2,15,2,10,0,0
1,7,1,50,3,7,40,1206
4,2,2,65,4,10,0,788
4,4,1,20,2,1,40,610
1,10,1,20,2,8,11,148
1,2,2,40,3,2,37,1153
1,2,2,25,2,5,30,959
1,6,2,50,3,2,20,880
1,10,1,55,4,3,0,759
1,10,2,15,2,10,0,0
1,9,2,20,4,1,20,439
1,2,2,35,2,4,37,549
1,9,2,35,1,5,28,855
2,4,1,55,5,3,46.5,628
1,11,1,35,2,1,40,518
12,10,2,50,3,1,0,462
1,10,1,35,4,10,0,4
4,2,1,30,5,7,40,576
1,5,1,65,2,10,0,127
1,6,1,20,2,3,40,572
1,10,1,65,1,10,0,182
6,2,2,55,1,5,40,552
1,4,1,65,1,10,0,205
3,8,2,25,2,2,30,2014
6,1,2,65,2,3,38.5,541
2,3,1,30,2,7,24,918
2,8,2,65,2,10,0,211
4,2,1,20,5,7,44,954
12,10,2,65,1,10,0,813
1,8,2,20,2,6,36,710
1,1,1,35,4,10,0,281
1,10,1,65,3,10,0,0
1,2,2,30,4,7,10,662
1,3,1,60,4,4,54,1712
1,2,1,30,2,10,0,175
1,2,1,25,5,2,42.5,701
1,10,1,15,1,4,35.5,479
1,10,2,25,4,6,45,844
1,9,2,40,3,2,25,464
5,10,2,40,4,2,60,1213
1,8,1,55,4,2,0,1126
12,4,2,20,4,2,15.5,417
4,12,2,20,2,5,40,540
1,3,2,35,3,10,0,278
1,2,1,55,4,10,0,183
1,3,2,45,3,6,40,1012
13,2,2,50,2,2,37,1233
1,1,2,55,1,2,30,1146
1,4,1,15,3,10,0,0
12,5,2,45,3,5,40,725
1,8,2,55,4,5,22,419
6,10,2,65,1,10,0,371
4,8,2,65,1,10,0,330
1,8,1,65,1,10,0,912
1,2,1,50,3,1,0,1055
1,10,1,25,3,1,26,195
1,1,2,65,1,10,0,356
1,7,1,65,3,10,0,608
1,3,2,20,2,1,16,686
3,2,2,15,2,4,0,435
1,2,2,45,3,5,18.5,297
3,2,1,50,3,10,0,171
1,2,1,35,3,3,44,1193
12,12,1,15,2,4,60,1100
1,2,2,65,1,3,38,1045
1,2,1,55,2,10,0,0
1,2,2,45,4,10,0,428
3,2,1,20,1,3,44,761
1,2,1,15,2,10,0,604
9,11,2,65,4,2,40,3165
1,10,1,15,2,10,0,3
2,5,2,30,3,1,55,963
3,2,2,20,2,6,47.5,898
1,3,1,20,2,4,20,191
1,11,1,50,3,5,37,1055
4,3,1,30,3,4,40,1045
3,2,2,45,3,10,0,165
4,2,2,25,3,6,44,649
5,2,2,40,1,10,0,346
1,7,1,50,5,8,40,836
1,11,1,35,2,5,40,963
3,2,1,20,3,10,0,163
1,8,2,65,2,10,0,387
1,8,2,35,1,10,0,413
1,10,2,35,5,2,13,309
1,11,1,65,5,10,0,520
1,8,1,65,4,10,0,270
1,2,1,55,4,1,45,1375
4,2,1,60,4,1,0,1233
4,2,2,25,4,10,0,94
6,1,1,65,3,10,0,220
12,2,2,15,2,10,0,512
1,2,1,50,3,2,0,844
1,8,1,35,4,1,40,1588
1,2,1,30,3,10,0,332
1,9,1,40,3,1,0,2199
1,2,2,45,3,4,3,74
1,2,2,55,1,10,0,362
1,6,1,60,1,10,0,188
1,11,2,35,3,10,0,21
1,2,2,45,3,1,10,265
1,8,1,55,3,3,40,432
3,2,1,40,3,8,0,-84
1,10,1,50,2,1,60,1753
1,2,1,25,5,2,50,1100
1,10,2,55,4,2,0,390
1,7,1,35,2,6,45,1086
5,11,2,50,3,8,30,788
1,8,1,50,3,3,0,321
1,8,2,35,4,2,34,797
1,12,2,60,1,8,16.5,345
1,6,2,65,1,4,35,432
1,2,2,65,3,10,0,561
1,7,1,65,1,10,0,220
1,2,1,65,1,10,0,279
1,9,2,40,3,3,40,880
1,7,1,30,2,1,45,1066
1,10,1,40,3,3,37.5,2686
2,5,2,15,1,10,0,0
1,9,2,65,1,6,40,863
1,10,1,55,5,1,40,1013
12,1,1,50,3,4,40,1071
1,10,2,60,3,10,0,0
1,2,1,45,3,10,0,483
1,8,2,20,2,10,0,333
1,2,2,50,1,10,0,0
13,3,2,15,2,10,0,0
1,10,1,20,3,2,47.5,1000
6,12,1,50,1,8,40,935
1,3,1,40,3,1,52,1536
1,1,2,65,1,1,37,1605
1,10,2,15,1,10,0,0
1,4,2,30,3,6,27.5,687
1,7,1,50,3,2,40,1036
1,11,2,50,3,5,8,132
1,3,1,30,4,10,0,322
1,9,2,65,3,10,0,248
1,2,2,55,3,3,10,325
5,2,1,30,2,3,40,486
2,4,2,50,5,2,40,1878
2,2,1,65,1,10,0,0
12,4,2,15,2,10,0,0
4,2,2,15,1,10,0,0
1,2,2,35,4,5,16,756
4,2,1,35,4,2,48,845
2,3,1,15,1,10,0,0
1,10,1,50,4,2,42,1002
1,2,1,60,1,5,44,1462
1,4,1,55,3,1,0,466
1,10,1,25,4,1,50,811
1,12,2,40,1,1,0,692
1,8,2,35,4,1,0,-39
1,10,1,45,3,6,37.5,649
1,10,2,35,4,2,25,1031
2,2,1,35,2,8,40,1295
12,1,2,25,2,10,0,0
12,2,2,25,3,10,0,354
1,4,2,15,1,10,0,0
2,3,2,15,1,10,0,0
1,8,2,35,4,4,9,171
4,2,1,25,3,3,4,88
1,1,1,50,3,3,30,364
1,7,2,25,4,10,0,385
1,8,1,40,2,1,47.5,3113
2,2,2,35,1,10,0,359
4,10,2,15,2,10,0,0
1,2,1,50,3,2,0,844
1,7,1,65,4,1,40,914
1,2,2,60,5,10,0,470
1,2,1,65,4,10,0,84
1,2,2,35,4,6,2,177
6,2,1,40,3,3,44,594
1,9,2,55,3,1,0,276
1,8,2,45,4,2,15,1417
4,2,2,20,2,10,0,364
1,5,2,35,4,1,38.5,1748
1,7,1,30,3,3,41,651
1,11,2,40,4,10,0,353
1,10,2,20,4,10,0,0
1,10,2,15,1,10,0,0
1,11,1,40,3,7,37,780
4,2,1,35,3,3,50,1668
1,10,1,65,3,10,0,323
1,12,1,40,1,8,30,427
1,4,2,25,4,2,0,740
12,7,2,40,2,8,30,594
4,2,1,35,2,10,0,326
1,2,1,50,2,1,0,1266
1,2,2,35,3,4,40,1224
4,2,2,35,4,5,40,477
2,12,2,30,2,10,0,0
1,7,2,30,3,10,0,296
13,8,1,25,4,2,42,1666
1,2,1,25,4,2,7,492
1,2,1,65,4,10,0,398
1,2,1,20,2,10,0,0
1,9,1,65,1,10,0,521
1,2,2,65,5,10,0,138
1,10,1,60,2,1,48,1123
4,3,1,15,2,10,0,0
1,1,1,60,3,1,9,457
1,8,2,65,4,10,0,658
1,10,1,45,4,10,0,0
1,8,1,25,4,1,0,0
3,2,1,15,2,10,0,0
1,12,2,40,2,3,14,216
1,4,2,45,3,5,40,810
1,8,2,55,1,1,24,5018
1,2,2,55,2,3,3,42
1,6,2,30,1,10,0,278
1,11,1,60,4,4,50,1357
1,2,2,45,4,5,37.5,928
2,2,1,55,5,7,0,1166
1,3,2,30,3,3,44,1974
12,10,1,15,2,10,0,319
2,8,1,40,3,7,40,708
1,2,1,20,2,6,25,234
1,3,2,50,3,3,58.5,1010
1,2,1,15,2,1,18.5,300
1,2,2,65,1,10,0,0
1,10,2,15,2,4,6,126
1,2,2,65,1,6,37,1453
1,6,1,25,3,4,0,328
2,3,1,15,3,10,0,390
4,2,1,55,3,3,0,0
1,10,2,65,3,10,0,393
1,10,1,60,2,1,0,2110
3,2,1,20,3,7,40,604
4,2,2,35,3,10,0,202
4,10,2,40,4,2,25,1010
1,2,2,65,1,5,40,889
1,1,2,65,2,10,0,435
1,10,1,15,2,10,0,65
1,3,2,25,2,10,0,2
1,4,1,50,1,1,0,949
12,2,2,30,4,1,9,353
4,3,1,40,4,2,40,1212
1,10,1,45,3,10,0,949
2,1,2,40,1,10,0,184
1,2,2,40,2,2,37,1418
1,2,2,30,2,1,20,575
1,2,2,20,4,10,0,211
1,1,1,65,3,10,0,352
1,11,1,60,1,2,40,1562
1,10,2,25,3,4,40,1082
4,2,1,55,4,10,0,341
13,2,1,15,2,6,32,432
1,8,2,35,4,10,0,2
1,2,2,45,4,2,9.5,494
1,5,2,40,5,2,35,1077
1,2,1,40,3,3,30,1286
6,5,1,50,1,7,45,792
3,11,2,20,5,10,0,0
13,5,1,25,4,2,37,1477
1,3,2,40,3,6,40,1350
1,1,1,60,1,1,45,628
1,10,1,40,4,5,48,947
1,10,2,65,4,6,47,1091
1,2,2,45,4,2,37.5,1488
1,8,2,45,2,2,0,880
1,1,2,20,2,5,42,613
1,5,2,25,4,4,0,-52
3,2,1,45,2,2,0,-104
1,3,2,30,3,1,4,124
1,7,1,45,1,5,81,1015
1,8,1,45,5,3,40,638
1,8,2,15,3,2,8,132
1,10,2,30,4,5,17,280
6,11,1,60,5,4,48,1738
1,9,2,15,2,10,0,0
1,10,2,55,4,1,46,1323
13,7,2,40,2,10,0,862
1,3,2,25,3,10,0,510
1,8,1,20,2,1,65,1672
1,10,1,25,3,3,50,938
2,6,1,20,2,8,38,756
1,8,1,60,4,6,0,1056
1,1,2,65,1,10,0,147
1,2,2,65,5,10,0,378
2,3,1,65,3,10,0,446
1,2,1,40,3,1,50,4138
3,2,2,30,3,10,0,138
1,10,1,50,2,7,40,572
1,2,1,50,4,2,52,1668
1,2,1,45,5,3,37.5,1611
1,2,2,50,3,8,0,280
1,10,1,40,4,5,0,1507
4,8,1,20,4,2,66,2021
1,8,2,40,2,5,44,1208
1,7,1,55,3,1,40,1081
2,8,2,20,1,10,0,380
1,2,2,30,4,2,37.5,863
12,10,1,40,3,8,52,1152
1,4,1,30,3,10,0,527
1,11,1,40,4,2,0,898
2,7,2,30,3,4,40,777
1,11,2,65,3,10,0,0
4,2,2,30,4,3,30,786
1,4,2,50,1,10,0,140
1,10,1,35,4,1,0,950
1,8,1,15,2,1,46,2231
1,4,2,20,4,2,16,187
1,8,1,45,4,2,40,792
2,2,2,15,1,10,0,0
1,1,1,65,2,4,15,202
1,11,2,65,1,8,1,31
12,4,2,15,3,10,0,0
1,7,1,25,3,10,0,302
1,3,2,65,1,10,0,122
1,4,2,15,2,10,0,0
1,2,2,65,2,6,35,766
1,10,2,45,2,4,40,928
1,2,2,65,3,10,0,139
12,2,2,40,5,8,30,429
1,7,2,45,1,10,0,0
1,11,1,30,3,5,40,1266
1,2,1,25,3,3,41,517
1,7,2,65,4,10,0,1087
1,7,2,60,1,4,40,550
1,10,2,30,3,2,12,632
1,4,2,65,1,10,0,517
4,2,1,25,3,1,50,2460
4,7,1,45,3,3,40,935
1,2,1,50,3,10,0,0
1,3,2,55,2,7,40,801
1,2,2,55,1,10,0,0
1,2,2,65,2,10,0,290
1,3,2,55,3,4,16,318
1,10,2,15,2,1,53,1037
1,3,2,65,3,10,0,2083
1,7,1,35,3,10,0,468
4,2,1,15,2,10,0,0
6,10,2,25,2,4,36,1203
1,2,1,20,3,10,0,0
1,2,2,25,3,2,40,648
2,6,1,15,1,6,6,175
1,10,1,15,2,6,6,76
3,2,1,30,2,7,40,864
1,9,1,35,3,3,0,825
1,1,2,50,2,1,40,789
12,10,1,45,3,10,0,272
1,6,2,65,2,10,0,556
1,9,2,65,2,10,0,0
1,8,1,50,4,2,40,5352
4,2,2,50,4,2,30,2990
1,3,1,35,2,10,0,336
1,5,2,65,2,6,25,371
3,2,1,50,3,7,40,792
5,2,1,30,4,1,0,-432
1,10,2,60,1,8,40,660
12,8,1,25,3,2,35,963
1,7,1,65,3,5,37,742
1,2,2,65,3,10,0,248
1,5,2,60,3,2,37.5,1351
2,5,2,35,3,10,0,226
1,6,2,65,2,10,0,-173
1,2,1,40,2,3,40,1518
4,2,2,25,4,2,37.5,875
2,5,1,60,3,1,0,2437
1,12,2,65,1,10,0,207
1,1,2,45,3,2,16,1232
1,4,2,40,3,2,40,1055
6,10,2,20,3,4,36,849
1,2,1,65,1,10,0,0
6,1,2,55,3,1,30,450
1,11,2,65,1,2,32,1434
1,2,2,45,3,2,40,1160
1,11,1,20,2,4,38,1284
1,10,2,50,3,2,36,2060
1,10,1,15,1,1,20,180
1,2,1,40,3,8,40,1215
1,5,2,55,4,10,0,430
1,4,2,20,5,10,0,274
5,3,1,20,5,7,24,1037
6,11,1,45,1,10,0,-274
1,9,1,60,3,8,17.5,339
1,2,2,55,3,1,40,915
